,delta_H,alpha,F,ASI_raw,ASI,soberania,CSI_V3,cohort
user_1984,0.33320783735844495,0.23803960141491406,0.7352846443106472,0.10787204847381472,0.040852,False,10.087684209233934,Basic
user_1985,0.10510711379853196,0.11682788102840731,0.6686531601813256,0.01836444081527143,0.006955,False,0.45618496800886577,Basic
user_1986,0.3190240240095027,0.25877396560926713,0.7562843184668883,0.10915883061666246,0.04134,False,14.080488648334821,Basic
user_1987,0.31916846058176446,0.11403398604234291,0.6879604183740021,0.05290428171021707,0.020035,False,9.923488456005193,Basic
user_1988,0.1771409447990808,0.32325786175688287,0.7176519161320372,0.07979105435121488,0.030218,False,17.987306041904013,Basic
user_1989,0.17330091097375838,0.3687883579743571,0.9007788202667351,0.07095122238170234,0.02687,False,1.9529999151798205,Basic
user_1990,0.05832622076433458,0.5423082642534001,0.7631231538291808,0.04144913096195638,0.015697,False,13.913552526340425,Basic
user_1991,0.2023305204879063,0.19635441728157815,0.7634735778789573,0.05203649818380472,0.019707,False,5.718057485123644,Basic
user_1992,0.31519028502595586,0.14260622416440275,0.7537462028058775,0.05963293250902062,0.022584,False,7.089824983548618,Basic
user_1993,0.06724677476994674,0.4763824434945992,0.6896869273971268,0.0464488764531738,0.017591,False,6.621247723460783,Basic
user_1994,0.3184848028449059,0.18833551196183518,0.5501363038899386,0.10903115822703388,0.041291,False,6.802416439317719,Basic
user_1995,0.3659383601685095,0.16285107773967725,0.7537409281115991,0.07906358022647873,0.029942,False,8.185864108465019,Basic
user_1996,0.09529033696854289,0.13377794651368854,0.5065273874937192,0.025166942433901777,0.009531,False,0.39909216745842346,Basic
user_1997,0.17548526382287644,0.46527792764915143,0.7711609186005349,0.10587857594319733,0.040097,False,16.08838977659451,Basic
user_1998,0.4855865352427174,0.3536236570060139,0.8328253605415475,0.2061835464205259,0.078084,False,16.754122910767162,Basic
user_1999,0.1194510287989869,0.3179626122724827,0.6182709183700682,0.06143093590054288,0.023265,False,0.7515741636600034,Basic
user_2000,0.3163080271531567,0.5630958952392069,0.48943715231862445,0.3639113844900827,0.137818,False,14.744060678226134,Basic
user_2001,0.10532634834631809,0.18587028980584872,0.7409960783965372,0.026419895411167675,0.010006,False,1.3731795844076173,Basic
user_2002,0.154791901410581,0.46089822068265857,0.6734448098885903,0.10593787477258128,0.04012,False,15.348458367407492,Basic
user_2003,0.1054203948800015,0.32599227876480935,0.5456969364004802,0.06297677788316697,0.02385,False,11.646766714623283,Basic
user_2004,0.13630712844291923,0.16573085165463344,0.6626275937672309,0.03409199480361223,0.012911,False,5.820702471750038,Basic
user_2005,0.23349142192768108,0.19979171485748454,0.680991728536693,0.06850252306541828,0.025943,False,11.663769380496525,Basic
user_2006,0.18722752783732663,0.5070952018082725,0.4306916593953714,0.22044118789302342,0.083484,False,9.626275975536856,Basic
user_2007,0.19659509505681205,0.11436344631417439,0.6038617565626211,0.037232516142671465,0.0141,False,12.079341671422346,Basic
user_2008,0.09982944806864462,0.34580355156193204,0.918785738580575,0.037572827094526494,0.014229,False,9.032063781973152,Basic
user_2009,0.40601116921256286,0.06246522102885765,0.8037499857221199,0.03155406267567377,0.01195,False,14.684617241494236,Basic
user_2010,0.34672080182966497,0.45746379530397946,0.7324690133998423,0.21654460600267578,0.082008,False,0.86012121044414,Basic
user_2011,0.27476109005434635,0.11498242288874337,0.8010111807791975,0.03944101731422601,0.014937,False,6.54136386519448,Basic
user_2012,0.5087637712723682,0.16954769301628786,0.8798647237115518,0.09803748392778515,0.037128,False,10.626448213646835,Basic
user_2013,0.2735962288541108,0.16392958956379158,0.5486210774398268,0.08175135689564317,0.03096,False,11.176617590293786,Basic
user_2014,0.020733516000744773,0.08195016929609455,0.8690317375999858,0.001955181925871642,0.00074,False,3.2213547526954285,Basic
user_2015,0.06092666753672148,0.20936008814548165,0.8913819153265983,0.014309929634622288,0.005419,False,1.416062485457044,Basic
user_2016,0.11767511204417394,0.27278587182964525,0.6790160510501059,0.04727444657895495,0.017903,False,0.3985937886816615,Basic
user_2017,0.27480191779736907,0.05725213489756954,0.6015454224866872,0.026154295053577564,0.009905,False,7.847258869989086,Basic
user_2018,0.05014564799115687,0.21238617432454682,0.7064620982417781,0.015075461744335912,0.005709,False,6.277356357135369,Basic
user_2019,0.1816208629814403,0.1463055049175416,0.8598650302904567,0.030902677892463398,0.011703,False,10.788351873790019,Basic
user_2020,0.2644980379227451,0.1979464600876701,0.6909539839199358,0.0757741492565278,0.028697,False,8.540781869507631,Basic
user_2021,0.12422882473596884,0.39493189724304606,0.6480002315322105,0.07571282085693402,0.028673,False,7.487293043038257,Basic
user_2022,0.20573952114749708,0.2710004460378577,0.7446025231281012,0.07487955018518627,0.028358,False,16.02309126786052,Basic
user_2023,0.24047694585083715,0.1103447503455702,0.6252004843413993,0.04244297504300369,0.016074,False,11.80880682927716,Basic
user_2024,0.269527613895089,0.1420363424227838,0.8530148118574552,0.04487931033253387,0.016996,False,12.275913877974851,Basic
user_2025,0.16046849390237797,0.38970619980150173,0.8535594702790967,0.07326445212554235,0.027746,False,7.254701253858654,Basic
user_2026,0.3310572203185274,0.15857720765884487,0.6823411668670528,0.07693824163424659,0.029137,False,14.7600420061707,Basic
user_2027,0.1316062479014139,0.071777215258379,0.45913554890657626,0.02057416378989528,0.007792,False,2.889663852131725,Basic
user_2028,0.18635039303157386,0.04597659836884783,0.930170659300066,0.00921095187278501,0.003488,False,7.6380138590388125,Basic
user_2029,0.17922349236891,0.32139020066137675,0.8291170623969433,0.06947230588785078,0.02631,False,0.8963041963037223,Basic
user_2030,0.17219326297999582,0.3514017235486446,0.6647256140368583,0.09102855090413349,0.034474,False,2.193309704430684,Basic
user_2031,0.21227358138763247,0.047275494925817556,0.7012322239165,0.014311006079736446,0.00542,False,1.5489912683752731,Basic
user_2032,0.36574664465249435,0.22220456478564377,0.7144942461014243,0.1137455961895604,0.043077,False,8.387286499851912,Basic
user_2033,0.03932339706923714,0.23886989540672332,0.768871456876052,0.012216835026144011,0.004627,False,13.249162787825563,Basic
user_2034,0.15644648168516578,0.22348236880055497,0.7509428897818163,0.04655884061659052,0.017632,False,5.941237502337074,Basic
user_2035,0.06766139617746836,0.3536856845233517,0.7441191336514079,0.03215999446943976,0.012179,False,0.5056101727506477,Basic
user_2036,0.03965656319183027,0.047231753107497665,0.3514053523045104,0.00533016640038344,0.002019,False,13.436959457716133,Basic
user_2037,0.11540680690350183,0.0867159426735993,0.6324266872771056,0.015824142549509854,0.005993,False,3.941228276190254,Basic
user_2038,0.39235803317645945,0.07593556186703468,0.9323563214133228,0.03195551638147916,0.012102,False,13.730819068444076,Basic
user_2039,0.23111886912968796,0.19551836790700294,0.6544488966869602,0.06904738370483246,0.026149,False,0.13973787426838125,Basic
user_2040,0.14365689040725058,0.12597126739626072,0.5326402493456408,0.03397535311505123,0.012867,False,5.934499922382862,Basic
user_2041,0.11104029682668423,0.24820549992545896,0.8151925517652729,0.033808960013258796,0.012804,False,11.803384181899325,Basic
user_2042,0.2273380268799687,0.002599429019852129,0.8566864146524004,0.0006898079090322577,0.000261,False,16.551864638854955,Basic
user_2043,0.1685873432469457,0.04712793407712976,0.5988592496139301,0.01326717956498553,0.005024,False,14.328440408879903,Basic
user_2044,0.15888449049343265,0.3634353956979884,0.8490040235217108,0.06801410367082593,0.025758,False,8.542774678762475,Basic
user_2045,0.05535101313521093,0.22893914330586793,0.7714599937843591,0.016426015127660856,0.006221,False,13.65178125413316,Basic
user_2046,0.09501605666772578,0.10213447554648926,0.8355072217755877,0.011614998486344891,0.004399,False,10.213286738433276,Basic
user_2047,0.3436897932805126,0.12569967814750432,0.8024909757890967,0.05383449496794915,0.020388,False,15.454515565098562,Basic
user_2048,0.20734830065326487,0.46971258575255803,0.7030296322429757,0.13853485256448375,0.052465,False,14.669245441529755,Basic
user_2049,0.08238876529534742,0.18509232481987808,0.6665029795825677,0.022879909879931753,0.008665,False,18.541191211891437,Basic
user_2050,0.22322883463619178,0.1664625150942315,0.8031036861054004,0.046269533931908705,0.017523,False,1.9938232852114155,Basic
user_2051,0.31814857027844956,0.3338652628219222,0.4663331720844629,0.22777439476940076,0.086261,False,6.473393227022893,Basic
user_2052,0.11331708479196766,0.08077598608961573,0.6850161587481619,0.013362165473000013,0.00506,False,3.6551593042130195,Basic
user_2053,0.16749317662386565,0.18599885054241488,0.47205878296711284,0.06599504013021844,0.024993,False,11.984593588058663,Basic
user_2054,0.6082318051262844,0.1888588119076231,0.7863174400173645,0.14608595744492492,0.055324,False,12.61652626009717,Basic
user_2055,0.23098147106454434,0.24030803900132286,0.6547223797867402,0.08477899346474364,0.032107,False,3.872402994457727,Basic
user_2056,0.34600066526301365,0.49110339417007126,0.6847486778864266,0.24815250701944722,0.093978,False,8.0094994005521,Basic
user_2057,0.2261401897629615,0.026332749693401485,0.8541632450308689,0.006971609990583442,0.00264,False,11.440854228505204,Basic
user_2058,0.45640650067426475,0.21494534732411114,0.8394304435360882,0.11686787697996379,0.044259,False,12.520110831021157,Basic
user_2059,0.2410674072075082,0.1094153141839867,0.8000132717458379,0.03297003566149375,0.012486,False,1.9502927038379023,Basic
user_2060,0.25598662800510513,0.14556662081852592,0.6716333291754767,0.055481327079431625,0.021011,False,17.500383732086004,Basic
user_2061,0.2645044284291636,0.3650367251818929,0.805248513126481,0.11990563009549383,0.04541,False,0.6475791856955097,Basic
user_2062,0.1546203365285048,0.2344257362300084,0.6505096151592661,0.05572090770395753,0.021102,False,18.48590566750352,Basic
user_2063,0.2583629951912423,0.09131683939973387,0.8967471756145746,0.026309413377905305,0.009964,False,6.010190584156773,Basic
user_2064,0.39347147634211044,0.17833548747710745,0.9064274564952199,0.07741372686693042,0.029317,False,6.010565881839934,Basic
user_2065,0.14930993612014956,0.05102659192101039,0.616250042053696,0.012363126426352681,0.004682,False,8.474493913999366,Basic
user_2066,0.023012933509719332,0.052120792637023315,0.8204621097959376,0.0014619228860282287,0.000554,False,13.204208838024826,Basic
user_2067,0.1650301665986384,0.06074590621680731,0.802685150028113,0.012489214510563533,0.00473,False,3.0324338900115553,Basic
user_2068,0.1916311690196119,0.2770892298524294,0.43218703937263725,0.12286100276501444,0.046529,False,4.844710819919402,Basic
user_2069,0.19076880212281008,0.1999576899383852,0.9032053693169864,0.04223368270456164,0.015994,False,18.26988101099242,Basic
user_2070,0.11345403997083854,0.389087582464981,0.8355592139275007,0.052831154749218186,0.020008,False,16.660000728062894,Basic
user_2071,0.04661289511378188,0.13296913522245735,0.761116935026252,0.008143395670575775,0.003084,False,4.035442011164075,Basic
user_2072,0.10601554562128017,0.33415661767742144,0.48290225845603696,0.0733601790542433,0.027782,False,10.887217269449113,Basic
user_2073,0.3653455001341771,0.07210021106839809,0.727758415271208,0.03619537351931157,0.013708,False,3.8684332597811455,Basic
user_2074,0.1252842482703965,0.30069482095734257,0.8909384939178123,0.042283866798460884,0.016013,False,10.45116389441446,Basic
user_2075,0.18344605937028954,0.3724812762764964,0.8143092902242272,0.08391187862209463,0.031778,False,6.949692605244023,Basic
user_2076,0.1955530793361039,0.1731807306534382,0.47873782208704535,0.07074023316837214,0.02679,False,6.886070057891117,Basic
user_2077,0.07686230481179487,0.06169488828906439,0.7004251691969147,0.006770189761228514,0.002564,False,12.06632718351947,Basic
user_2078,0.3110789806278821,0.08589337065251745,0.4718604113432864,0.05662611556924829,0.021445,False,4.7849761151739685,Basic
user_2079,0.10576103659928701,0.08979908982192214,0.8643339338519621,0.010987934701248927,0.004161,False,7.6809324987034415,Basic
user_2080,0.14347773778238965,0.2400207017692255,0.9648705657206749,0.03569144767626749,0.013517,False,17.57991813866486,Basic
user_2081,0.3261346024964707,0.481145558771568,0.7715710311413273,0.20337494439208045,0.07702,False,14.351931187175714,Basic
user_2082,0.20939997120471265,0.042149987399469714,0.6338510813309559,0.013924731546082963,0.005273,False,7.282385422365065,Basic
user_2083,0.268715464073037,0.22595111498655449,0.8756424433426334,0.06933944235235537,0.02626,False,4.3749754468116,Basic
user_2084,0.2173491688674915,0.08330831055905301,0.7276034752874442,0.0248857965564441,0.009425,False,12.521220975716979,Basic
user_2085,0.043066108706013094,0.21472377113931893,0.8275348772757262,0.011174534782260149,0.004232,False,15.346104026637153,Basic
user_2086,0.057587623839156,0.18918435889933666,0.7440388662240837,0.01464261907692563,0.005545,False,16.354528944493516,Basic
user_2087,0.18048860773406472,0.2356136237239681,0.9171412765463801,0.04636752918727268,0.01756,False,10.721344317521762,Basic
user_2088,0.2690314396414788,0.2356569672017497,0.6936849805726052,0.09139470353747371,0.034612,False,9.819197283226329,Basic
user_2089,0.20775872733549436,0.2428061752673004,0.7173392532233887,0.07032251718563638,0.026632,False,13.673205625327965,Basic
user_2090,0.14287574678753395,0.33487720163114254,0.8177049234239893,0.05851234215983859,0.022159,False,3.3395698404092977,Basic
user_2091,0.26732719305820946,0.2682841375833819,0.8254854038213608,0.08688178508087642,0.032903,False,16.190639771723877,Basic
user_2092,0.41036393809750266,0.20316772851420986,0.8208459769560144,0.10156924868730037,0.038465,False,1.4045465853003063,Basic
user_2093,0.21912139540572742,0.36081378081349363,0.574765653470465,0.137555225605581,0.052094,False,11.457321113546001,Basic
user_2094,0.08199640775077172,0.3167576203460433,0.7667557447508756,0.03387387336041039,0.012828,False,11.204176767500199,Basic
user_2095,0.38999571982138187,0.21236380699299356,0.7835197789480609,0.1057037460923264,0.040031,False,5.903343988587799,Basic
user_2096,0.0735075457043369,0.25432958065857597,0.7644885678132317,0.024454444528452943,0.009261,False,0.6737942899259145,Basic
user_2097,0.02552612309857681,0.16952102560576882,0.8682228924667931,0.004983990407250578,0.001887,False,13.63924257241188,Basic
user_2098,0.10266185844402406,0.4759637637995404,0.513656154766785,0.09512847084614165,0.036026,False,0.45930833988771236,Basic
user_2099,0.2267214379028914,0.1777885036911775,0.5585058118409475,0.07217197089964465,0.027332,False,3.412621931190815,Basic
user_2100,0.31364875014179594,0.11259796711736612,0.8600116850867221,0.04106480442914877,0.015552,False,10.340499731312272,Basic
user_2101,0.16958656619392767,0.14444376015094706,0.8616872284860528,0.028427624876344426,0.010766,False,17.859677605357746,Basic
user_2102,0.06977163002244831,0.35315850707570196,0.8853532985463293,0.027831199968897692,0.01054,False,1.2527366656609378,Basic
user_2103,0.2778946450270032,0.2513718108723473,0.6415564635659037,0.10888344848697812,0.041235,False,10.996951789480509,Basic
user_2104,0.10717381276911458,0.0623116439435402,0.7934468879679245,0.008416664760566404,0.003187,False,6.2489676620080274,Basic
user_2105,0.12559862227125856,0.2468355200541159,0.9066328019088996,0.03419488152329364,0.01295,False,12.71894145758279,Basic
user_2106,0.30198878308983534,0.11883404405075398,0.7112556187717252,0.05045520542179188,0.019108,False,18.105267499708503,Basic
user_2107,0.09981793435516002,0.5253347543876574,0.8649083362575266,0.0606281935665584,0.022961,False,5.103215997458505,Basic
user_2108,0.33841799567769454,0.041225440823596415,0.6682760215923361,0.020876749432379906,0.007906,False,18.16261271592105,Basic
user_2109,0.23111290304849905,0.10528509465936395,0.6115003410443848,0.039791872941401144,0.01507,False,16.54189971742792,Basic
user_2110,0.24152938455900655,0.38032241880880124,0.8160333823763962,0.11256774751221198,0.042631,False,11.53406240080968,Basic
user_2111,0.47406985149188624,0.2760251407186083,0.8717619550088302,0.15010427642162036,0.056846,False,14.406496769681112,Basic
user_2112,0.15173443471246464,0.24137979422337955,0.6768451097576462,0.054112271920838506,0.020493,False,16.432872082359037,Basic
user_2113,0.22602941403381616,0.1314878230982786,0.5377568704508042,0.05526682640534462,0.02093,False,15.265904007204654,Basic
user_2114,0.24845024349714437,0.24701218143510206,0.8592741132303517,0.07142102348876411,0.027048,False,6.20744602722976,Basic
user_2115,0.34307247341057895,0.06125575575991851,0.946455224666262,0.02220407589445122,0.008409,False,15.439477459990389,Basic
user_2116,0.2393383110680382,0.32940687527315554,0.24974193799442101,0.3156846055380501,0.119553,False,5.956857983183767,Basic
user_2117,0.19959273546650344,0.1461409399436576,0.8984046173654373,0.03246718616889732,0.012296,False,16.47450655445803,Basic
user_2118,0.11222207283745397,0.008227776976009333,0.7377970656768448,0.0012514798852513577,0.000474,False,4.8538549621661735,Basic
user_2119,0.368182712640482,0.24310518256087751,0.7195616250588293,0.12439118826675288,0.047108,False,10.872956329849167,Basic
user_2120,0.235376811865656,0.08718771670305099,0.876374542403248,0.023416890608361985,0.008868,False,13.165549246291565,Basic
user_2121,0.2762815375656339,0.23536056503526712,0.8711680133255113,0.07464206421220282,0.028268,False,8.090033381062526,Basic
user_2122,0.06151791800279243,0.28460699607903,0.7080422498438808,0.02472794505083749,0.009365,False,14.876477411317921,Basic
user_2123,0.34390977109395476,0.2236152745865151,0.8164076665809991,0.09419739799629911,0.035674,False,17.581762195439747,Basic
user_2124,0.22303449291282842,0.19519926205630192,0.6491913339216224,0.067062152796608,0.025397,False,3.538808787267059,Basic
user_2125,0.037831745203601795,0.1777431208801927,0.8592353650953979,0.007825949366138887,0.002964,False,0.6354103817322537,Basic
user_2126,0.2775499787629449,0.39664221737586164,0.5334692895791882,0.206362467642697,0.078152,False,11.903811921550892,Basic
user_2127,0.16024871302452942,0.17296236177364427,0.9283548171259111,0.029856037114902322,0.011307,False,11.441550389105952,Basic
user_2128,0.20545351878753326,0.19997837458767712,0.7006905240236053,0.0586368151584501,0.022206,False,6.484784619981957,Basic
user_2129,0.09186822518688187,0.05937551127531816,0.68307971355814,0.007985485049780939,0.003024,False,14.923796555901097,Basic
user_2130,0.21916819360277617,0.10330982913130031,0.46153169269538974,0.04905888152530923,0.018579,False,15.696708425303324,Basic
user_2131,0.027056812555638864,0.21165372705861166,0.6115193647258284,0.009364667008206241,0.003547,False,6.30772792600305,Basic
user_2132,0.06381600035397217,0.25872901974066903,0.7403247912046812,0.022302442673149004,0.008446,False,12.963177492386684,Basic
user_2133,0.35298840453381486,0.13557125909352807,0.8939630024231859,0.053531390357708764,0.020273,False,12.198476361348247,Basic
user_2134,0.1837315054662206,0.40216570101926125,0.5254524984109957,0.14062262510616427,0.053255,False,6.510239320386943,Basic
user_2135,0.13001527726056714,0.49588908588067304,0.9113993951759922,0.07074083802613788,0.02679,False,18.41381687462569,Basic
user_2136,0.18913859943972233,0.06503988795180626,0.7673309271305709,0.016031614105432565,0.006071,False,6.581642774092048,Basic
user_2137,0.267779468944887,0.20744006343704485,0.7720958624401552,0.07194468035291546,0.027246,False,11.785396442776984,Basic
user_2138,0.1589001805952683,0.15683910046317875,0.950882860240746,0.026209076249085826,0.009926,False,7.22240184022296,Basic
user_2139,0.539543277221376,0.12804348171056226,0.8112083255197942,0.08516308027865074,0.032252,False,0.22482752637980263,Basic
user_2140,0.2391473797284673,0.28230964105261347,0.7167574275311638,0.09419310960245507,0.035672,False,1.741131400574066,Basic
user_2141,0.18513725213260418,0.3518868594491032,0.7545367213646142,0.08634088225972206,0.032698,False,4.414010305376713,Basic
user_2142,0.01521398854212812,0.15678537894382458,0.37726163600572227,0.006322749866854689,0.002395,False,15.4311955475554,Basic
user_2143,0.10493101108579149,0.09287235802809339,0.48468473605594947,0.02010624578176221,0.007614,False,8.399232178992886,Basic
user_2144,0.16317115136614463,0.13436390342375185,0.8580947636955796,0.02554999022401795,0.009676,False,11.18384962123253,Basic
user_2145,0.026062219880188003,0.24722887471239613,0.910227723208514,0.007078814596827972,0.002681,False,17.933274879448145,Basic
user_2146,0.25352751548842045,0.2503635695255585,0.7141555084666507,0.08887987699893425,0.03366,False,2.793450522253484,Basic
user_2147,0.06133082950040806,0.23643916169570295,0.786407600506122,0.01843955971921673,0.006983,False,16.37456802288546,Basic
user_2148,0.1422857100879989,0.28010443190095063,0.6753387842062724,0.05901461447777477,0.02235,False,7.205484151296444,Basic
user_2149,0.14943374093593986,0.24627127203099144,0.7483893278835726,0.04917392070343464,0.018623,False,6.412120044895545,Basic
user_2150,0.4054377394947334,0.13979450555895548,0.6659617241142924,0.08510694575275585,0.032231,False,11.885037527778117,Basic
user_2151,0.5027123145785395,0.29271414841267884,0.8523945694146653,0.17263250182303683,0.065378,False,17.07413246052376,Basic
user_2152,0.29213917937224465,0.39761112840928403,0.6135113260085764,0.18933275367297234,0.071703,False,6.622182336054044,Basic
user_2153,0.10207690250010884,0.06864503025169794,0.6231915528739203,0.011243849548033289,0.004258,False,14.46675658256631,Basic
user_2154,0.13203435889550275,0.2864223656643647,0.46914388897187637,0.08060979650977547,0.030528,False,0.365599605986361,Basic
user_2155,0.1269673132809185,0.10262959813114247,0.8290334333535714,0.015717827307760893,0.005953,False,11.838930634991733,Basic
user_2156,0.1500081583196288,0.09882208919169434,0.4665698964422009,0.03177255908275382,0.012033,False,11.980614720384295,Basic
user_2157,0.13475547891830655,0.20778841682272325,0.5899053512840695,0.04746630550421817,0.017976,False,10.565149885190495,Basic
user_2158,0.09098217111387,0.07827573082972453,0.8229312826844633,0.008654059076696809,0.003277,False,17.81862986096708,Basic
user_2159,0.2730625766362237,0.37114079596867444,0.5966597422467559,0.1698533600748832,0.064325,False,17.833234319451346,Basic
user_2160,0.3079430054212307,0.21821386965066225,0.791328229820491,0.08491727239411771,0.032159,False,6.499156659338574,Basic
user_2161,0.10811970249528441,0.3189583175684321,0.6542861432903703,0.052707334180223775,0.019961,False,8.670920793997233,Basic
user_2162,0.11748201119030674,0.32624168577343604,0.3793177570565607,0.10104333020471876,0.038266,False,15.05513545719414,Basic
user_2163,0.34430938756449886,0.12108165148569275,0.625047991297223,0.06669815733959017,0.025259,False,16.034316616496994,Basic
user_2164,0.10098505823357329,0.19368500564645333,0.6200027728496129,0.031547103385167176,0.011947,False,7.94140729190126,Basic
user_2165,0.2650330237977332,0.2043157672668955,0.9199482151094719,0.05886247151624229,0.022292,False,6.631505265922973,Basic
user_2166,0.3588070488599839,0.07690160075498291,0.7257684076411597,0.038018789642806826,0.014398,False,15.591714065461442,Basic
user_2167,0.06956261227758812,0.1745853310729631,0.6637733586227222,0.018296322889460353,0.006929,False,7.160520279511122,Basic
user_2168,0.10357169056535726,0.13887458089377167,0.927873731853458,0.015501543610887587,0.005871,False,7.699411659449858,Basic
user_2169,0.11975493921718029,0.27481922668460745,0.8675781867637736,0.037934286833664635,0.014366,False,2.5750781910054643,Basic
user_2170,0.15804113805225525,0.14316989440117592,0.7385609366498743,0.03063624397550501,0.011602,False,10.31603361329677,Basic
user_2171,0.2002815985823754,0.21017576425490148,0.4383140775568466,0.0960369292332044,0.03637,False,6.202513243580704,Basic
user_2172,0.12672072492672767,0.12599203412761412,0.9050222902236776,0.017641335547324808,0.006681,False,11.221527859034707,Basic
user_2173,0.221204990697359,0.2394903068762186,0.6583072652615962,0.08047374516459264,0.030476,False,8.515972281818973,Basic
user_2174,0.2675713574006193,0.21862624456114296,0.9394187629311276,0.06227054784183986,0.023583,False,14.214592792507977,Basic
user_2175,0.5743460743158373,0.3172501108482699,0.6375770851335488,0.28578717772424567,0.108231,False,5.277684571936296,Basic
user_2176,0.3598925375866264,0.2839525794543823,0.7114590278145737,0.14363780678701296,0.054397,False,3.2679916173382613,Basic
user_2177,0.27107539215177795,0.34559773580410336,0.7283185310038985,0.12862921616278689,0.048713,False,13.35623545471383,Basic
user_2178,0.15995336841128932,0.34907718466981696,0.7434085564043994,0.07510819056687477,0.028444,False,7.298416854723475,Basic
user_2179,0.1317737136945678,0.5491814185057399,0.8956679661306284,0.08079743581897574,0.030599,False,10.70846792568208,Basic
user_2180,0.3381222886024692,0.11684962759997797,0.8597811614595074,0.04595292997509059,0.017403,False,17.880305982121563,Basic
user_2181,0.1305957310567843,0.2369446892487409,0.6279169427734083,0.04928034713601989,0.018663,False,9.197780204585538,Basic
user_2182,0.15628434237661332,0.2051179749974886,0.5429906194201459,0.059037351080462805,0.022358,False,2.8954504556868566,Basic
user_2183,0.09674108365337727,0.22573617336925852,0.8816114414180263,0.024770506603661455,0.009381,False,8.107366750618876,Basic
user_2184,0.1536574093833106,0.2956473257320686,0.934469331891743,0.04861411778076015,0.018411,False,9.092088540813602,Basic
user_2185,0.08109621884745608,0.11454251027750548,0.6851564864103121,0.013557434929162724,0.005134,False,14.553589806680728,Basic
user_2186,0.1715406193620307,0.14508744021237796,0.35621371588242856,0.06986926175492227,0.02646,False,3.708576854436105,Basic
user_2187,0.147059439809168,0.036965021870219716,0.7281923330838906,0.007465136835135972,0.002827,False,6.591133579523441,Basic
user_2188,0.18368801026304504,0.2628375268321932,0.8576229689091779,0.0562952533648596,0.02132,False,0.9505380717226932,Basic
user_2189,0.17218259798745933,0.08355479246531045,0.6718050306784377,0.02141496503301177,0.00811,False,13.3375806967559,Basic
user_2190,0.264517887351097,0.12438409714305769,0.47924191203499483,0.06865388391563029,0.026,False,14.134714534093405,Basic
user_2191,0.17411798626439298,0.0699541579272345,0.6921291623241054,0.017598271785299664,0.006665,False,8.686636007252385,Basic
user_2192,0.23817442705890915,0.5088858629097449,0.6222897937898859,0.19477034662379675,0.073762,False,10.22710451462219,Basic
user_2193,0.2540619342008602,0.17492787540752722,0.6737332703961959,0.06596455351766815,0.024982,False,14.246462926402826,Basic
user_2194,0.21138651819658014,0.18080473196857227,0.8311689192598971,0.04598305095230773,0.017414,False,5.097727179004805,Basic
user_2195,0.21430415571444525,0.576019169745658,0.7228713419729752,0.17076801178859563,0.064672,False,11.532340431917822,Basic
user_2196,0.13739992536844126,0.1483962349071939,0.774261886404228,0.026334282959346218,0.009973,False,18.31446760601406,Basic
user_2197,0.3399197014654613,0.07514582491557686,0.4776949554308949,0.05347250600257581,0.020251,False,12.50138854983186,Basic
user_2198,0.24549696364027448,0.16054204697074703,0.6971731746941932,0.05653198731463039,0.021409,False,1.4840925977059143,Basic
user_2199,0.04684889148867064,0.05969794755948863,0.5951932891197886,0.0046989485910482985,0.00178,False,5.514941318528546,Basic
user_2200,0.08384043323346216,0.21510424623414326,0.5980330056898914,0.030156250613330875,0.011421,False,9.863405509503139,Basic
user_2201,0.21815149296598496,0.27763640688905716,0.817764295181652,0.07406388004639607,0.028049,False,1.3807445670078902,Basic
user_2202,0.14820956532676535,0.2952180525873863,0.9492789927822833,0.04609197041467205,0.017456,False,12.854826425744351,Basic
user_2203,0.20299082363105034,0.3564489210408719,0.881466058936206,0.08208581525170489,0.031087,False,12.430031786185424,Basic
user_2204,0.03534536278219824,0.05997150445298121,0.7166768286586147,0.0029576993377227676,0.00112,False,16.65015012191232,Basic
user_2205,0.2387219708205618,0.5513095428133028,0.5948887990190979,0.2212341210820973,0.083784,False,9.49986297492999,Basic
user_2206,0.04971812921970083,0.17734060802926557,0.6719716285656276,0.013121154065269034,0.004969,False,13.15063244556321,Basic
user_2207,0.3767763710435893,0.13916890562898362,0.7905009030757885,0.06633206239356945,0.025121,False,3.4583459644081413,Basic
user_2208,0.11493762610989894,0.3027445866306187,0.9002804679447336,0.038651004152499356,0.014638,False,0.05452416109771119,Basic
user_2209,0.200766586613953,0.07029988503042751,0.7354247585950064,0.019191450643946402,0.007268,False,3.2728258928448666,Basic
user_2210,0.08388813234725441,0.1676886144490964,0.8254095287941544,0.017042551837975754,0.006454,False,1.1820773678333152,Basic
user_2211,0.019391118848480222,0.13880717156899214,0.7761956376177561,0.0034677164241436057,0.001313,False,8.126642472326388,Basic
user_2212,0.08558913020344532,0.0870455446414453,0.9222802377719385,0.008077970392106296,0.003059,False,8.89776340800863,Basic
user_2213,0.1482679861746184,0.41044384909564074,0.26904820257715895,0.22618877346232089,0.08566,False,12.244981252684306,Basic
user_2214,0.03667580820367425,0.12554579811785416,0.3922331801717111,0.011739174157912598,0.004446,False,2.674665462016302,Basic
user_2215,0.533825123212231,0.2755034053494026,0.6826282107463089,0.21544764337419278,0.081593,False,4.079605852427593,Basic
